song_name,song_popularity,song_duration_ms,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,audio_mode,speechiness,tempo,time_signature,audio_valence
You're The Inspiration - 2006 Remastered Version,72.0,229240.0,0.4,0.6,0.6,0.0,11.0,0.2,-6.4,1.0,0.0,74.0,4.0,0.4
Ripple,44.0,250333.0,0.3,0.6,0.4,0.0,7.0,0.3,-15.5,1.0,0.0,125.8,4.0,0.8
You Are So Beautiful,53.0,159640.0,0.8,0.4,0.2,0.0,1.0,0.1,-10.8,1.0,0.0,121.7,4.0,0.1
Blue Bayou,63.0,239399.0,0.7,0.7,0.2,0.0,11.0,0.1,-12.8,1.0,0.0,95.2,4.0,0.5
Bohemian Rhapsody - Remastered 2011,59.0,354320.0,0.3,0.4,0.4,0.0,0.0,0.2,-10.0,0.0,0.1,143.9,4.0,0.2
Stairway To Heaven,80.0,482830.0,0.6,0.3,0.3,0.0,9.0,0.1,-12.0,0.0,0.0,82.4,4.0,0.2
London Calling - Remastered,71.0,200480.0,0.1,0.7,0.8,0.0,0.0,0.1,-7.3,1.0,0.1,133.8,4.0,0.8
Riders On The Storm,74.0,434720.0,0.3,0.5,0.7,0.0,11.0,0.1,-11.7,0.0,0.0,103.9,4.0,0.7
Rock And Roll All Nite,74.0,168826.0,0.1,0.7,0.9,0.0,1.0,0.0,-5.8,1.0,0.1,144.8,4.0,0.9
Who Are You,63.0,381626.0,0.3,0.7,0.6,0.0,9.0,0.1,-11.3,1.0,0.0,156.3,4.0,0.5
Changes - 2015 Remastered Version,65.0,217746.0,0.5,0.5,0.3,0.0,0.0,0.1,-11.8,1.0,0.0,114.7,4.0,0.4
Who'll Stop The Rain,66.0,147493.0,0.0,0.6,0.8,0.0,7.0,0.1,-6.8,1.0,0.0,123.6,4.0,0.6
Wild Horses,68.0,341773.0,0.7,0.4,0.4,0.0,7.0,0.1,-6.5,1.0,0.0,74.4,4.0,0.2
Dream On,79.0,266960.0,0.4,0.3,0.4,0.0,1.0,0.3,-10.1,1.0,0.0,160.9,4.0,0.2
Roxanne - Remastered 2003,68.0,191946.0,0.0,0.6,0.7,0.0,0.0,0.0,-8.9,1.0,0.4,134.0,4.0,0.7
Highway to Hell,83.0,208400.0,0.1,0.6,0.9,0.0,6.0,0.2,-4.8,0.0,0.1,115.7,4.0,0.4
Bang a Gong (Get It On) - Remastered Version,62.0,267000.0,0.2,0.7,0.8,0.3,2.0,0.2,-10.0,1.0,0.1,125.8,4.0,0.9
Smoke On the Water,63.0,342173.0,0.1,0.6,0.6,0.6,0.0,0.1,-11.3,1.0,0.0,114.2,4.0,0.9
Black Magic Woman,64.0,196466.0,0.7,0.5,0.3,0.1,2.0,0.1,-14.3,0.0,0.0,124.3,4.0,0.6
Message In A Bottle - Remastered 2003,67.0,290280.0,0.0,0.6,0.8,0.0,1.0,0.2,-7.0,0.0,0.0,151.0,4.0,0.9
Free Bird,71.0,547106.0,0.1,0.3,0.8,0.0,0.0,0.1,-8.1,1.0,0.1,118.2,4.0,0.4
Cocaine,69.0,221640.0,0.1,0.7,0.5,0.0,9.0,0.3,-12.5,1.0,0.0,105.3,4.0,0.7
Lola - Coca Cola Version,67.0,241040.0,0.6,0.5,0.9,0.2,9.0,0.2,-4.2,1.0,0.0,152.1,4.0,0.9
Black Dog,72.0,295386.0,0.4,0.4,0.9,0.0,4.0,0.2,-7.8,0.0,0.1,81.4,4.0,0.7
Blitzkrieg Bop - 2016 Remastered Version,70.0,134466.0,0.0,0.4,0.8,0.5,9.0,0.1,-2.5,1.0,0.2,176.7,4.0,0.9
I Want You to Want Me,66.0,191226.0,0.8,0.8,0.5,0.0,2.0,0.2,-12.8,1.0,0.0,92.7,4.0,0.7
Black Diamond,52.0,313466.0,0.1,0.3,0.6,0.0,8.0,0.1,-9.5,0.0,0.1,132.9,4.0,0.1
Blinded By The Light,63.0,428133.0,0.3,0.5,0.7,0.0,5.0,0.1,-10.0,1.0,0.1,142.2,4.0,0.5
American Girl,72.0,214733.0,0.4,0.6,0.8,0.0,2.0,0.4,-6.0,1.0,0.0,114.5,4.0,0.8
Brain Damage,67.0,226666.0,0.1,0.3,0.3,0.3,2.0,0.4,-13.4,1.0,0.0,133.6,4.0,0.2
Comfortably Numb,75.0,382296.0,0.2,0.5,0.4,0.3,11.0,0.1,-12.6,0.0,0.0,127.2,4.0,0.2
Born to Run,71.0,269920.0,0.0,0.3,0.9,0.0,4.0,0.1,-4.2,1.0,0.1,146.3,4.0,0.6
Layla - 40th Anniversary Version / 2010 Remastered,74.0,423840.0,0.6,0.4,0.9,0.3,1.0,0.3,-3.7,1.0,0.1,115.6,4.0,0.5
Just What I Needed,69.0,225626.0,0.0,0.6,0.6,0.0,4.0,0.1,-9.3,1.0,0.0,127.2,4.0,0.7
Anarchy In The U.K.,54.0,211973.0,0.0,0.3,1.0,0.0,5.0,0.2,-3.8,1.0,0.1,134.2,4.0,0.2
American Pie,74.0,515866.0,0.6,0.5,0.5,0.0,7.0,0.1,-10.9,1.0,0.1,138.3,4.0,0.5
Aqualung,64.0,396186.0,0.1,0.5,0.5,0.0,7.0,0.1,-11.9,0.0,0.0,122.6,4.0,0.7
Won't Get Fooled Again - Original Album Version,47.0,511293.0,0.2,0.7,0.8,0.7,2.0,0.1,-12.2,1.0,0.0,134.9,4.0,0.3
Iron Man - Remastered Version,67.0,355303.0,0.0,0.3,0.8,0.0,9.0,0.0,-10.9,1.0,0.1,155.6,4.0,0.4
The Boys Are Back in Town,74.0,266720.0,0.2,0.4,0.7,0.0,8.0,0.2,-9.8,1.0,0.0,80.8,4.0,0.8
Walk This Way,71.0,220400.0,0.0,0.7,0.7,0.0,5.0,0.1,-10.6,1.0,0.0,108.7,4.0,0.9
Maggie May - Remastered Version,53.0,345680.0,0.7,0.6,0.6,0.4,2.0,0.1,-10.6,1.0,0.0,129.4,4.0,0.5
The Joker,75.0,264503.0,0.4,0.4,0.4,0.0,5.0,0.2,-9.6,1.0,0.1,165.2,4.0,0.8
We Will Rock You - Remastered,71.0,122066.0,0.7,0.7,0.5,0.0,11.0,0.4,-7.3,0.0,0.1,81.4,4.0,0.5
Walk On the Wild Side,74.0,254173.0,0.7,0.6,0.3,0.0,0.0,0.1,-16.7,1.0,0.1,104.5,4.0,0.4
Brown Sugar,69.0,228666.0,0.2,0.6,0.9,0.0,0.0,0.0,-3.5,1.0,0.0,128.6,4.0,1.0
American Woman - Remastered,65.0,307493.0,0.1,0.6,0.7,0.0,2.0,0.4,-8.5,1.0,0.1,92.7,4.0,0.4
(Don't Fear) The Reaper,76.0,308120.0,0.0,0.3,0.9,0.0,9.0,0.3,-8.6,0.0,0.1,141.5,4.0,0.4
Heart of Gold,60.0,187013.0,0.2,0.5,0.4,0.1,4.0,0.1,-11.6,0.0,0.0,171.7,4.0,0.8
Running On Empty,68.0,298093.0,0.0,0.5,0.9,0.0,9.0,0.7,-5.4,1.0,0.1,136.9,4.0,0.5
Sultans Of Swing,68.0,350400.0,0.1,0.7,0.9,0.1,5.0,0.3,-7.3,1.0,0.0,148.2,4.0,0.9
Dreams - 2004 Remastered Edition,80.0,257800.0,0.1,0.8,0.5,0.0,0.0,0.1,-9.7,1.0,0.0,120.2,4.0,0.8
We Are The Champions - Remastered 2011,67.0,179200.0,0.4,0.5,0.5,0.0,10.0,0.1,-6.6,1.0,0.0,95.2,3.0,0.2
You Ain't Seen Nothing Yet,53.0,232466.0,0.0,0.5,0.5,0.0,11.0,0.1,-12.5,0.0,0.0,119.0,4.0,0.8
"Another Brick in the Wall, Pt. 1",63.0,192145.0,0.9,0.6,0.0,0.6,0.0,0.1,-26.4,1.0,0.0,99.5,4.0,0.1
Roundabout - Remastered Version,64.0,510573.0,0.1,0.4,0.8,0.0,4.0,0.1,-9.5,0.0,0.1,132.9,4.0,0.4
Ramblin' Man,70.0,288160.0,0.5,0.3,0.8,0.0,1.0,0.3,-8.3,1.0,0.0,181.1,4.0,0.9
Fire And Rain,72.0,200579.0,0.5,0.6,0.4,0.0,5.0,0.1,-14.5,1.0,0.0,76.1,4.0,0.4
Baba O'Riley,75.0,300000.0,0.3,0.5,0.7,0.2,5.0,0.3,-8.4,1.0,0.0,117.3,4.0,0.2
Heart Of Glass - Special Mix,68.0,275733.0,0.0,0.7,0.6,0.0,4.0,0.1,-14.6,1.0,0.0,114.5,4.0,0.8
My Sharona,74.0,295400.0,0.1,0.6,0.7,0.0,0.0,0.0,-9.6,1.0,0.0,147.2,4.0,0.9
Bennie And The Jets - Remastered 2014,73.0,322548.0,0.2,0.7,0.7,0.0,0.0,0.5,-8.0,1.0,0.0,132.6,4.0,0.8
Baby Hold On,57.0,210826.0,0.2,0.6,0.6,0.0,2.0,0.0,-12.4,1.0,0.0,120.3,4.0,0.9
Runnin' With The Devil - 2015 Remastered Version,69.0,214960.0,0.1,0.5,0.9,0.0,8.0,0.3,-6.4,0.0,0.1,95.8,4.0,0.4
2112: Overture / The Temples Of Syrinx / Discovery / Presentation / Oracle / Soliloquy / Grand Finale - Medley,53.0,1233666.0,0.1,0.3,0.8,0.0,2.0,0.2,-7.4,1.0,0.1,134.1,4.0,0.2
All the Young Dudes,65.0,211066.0,0.2,0.4,0.7,0.0,4.0,0.5,-7.5,0.0,0.0,77.7,4.0,0.4
All Right Now,52.0,334000.0,0.0,0.8,0.5,0.0,2.0,0.1,-11.2,1.0,0.1,119.9,4.0,0.8
Backstreets,54.0,390146.0,0.2,0.2,0.9,0.7,7.0,0.4,-4.4,1.0,0.0,96.0,4.0,0.6
Barracuda,72.0,261933.0,0.0,0.5,0.7,0.1,4.0,0.1,-13.6,0.0,0.0,137.1,4.0,0.7
Ballroom Blitz,59.0,246573.0,0.1,0.6,0.8,0.0,4.0,0.1,-10.9,0.0,0.1,108.4,4.0,0.9
Black Betty,68.0,237893.0,0.0,0.5,0.9,0.0,11.0,0.1,-9.6,0.0,0.1,117.5,4.0,0.7
Beast Of Burden - Remastered,73.0,265173.0,0.4,0.8,0.9,0.0,1.0,0.0,-3.8,0.0,0.0,100.6,4.0,0.8
Band On The Run - Remastered 2010,70.0,313026.0,0.1,0.5,0.6,0.0,7.0,0.1,-8.8,1.0,0.0,125.0,4.0,0.7
Breakdown,66.0,163893.0,0.4,0.6,0.4,0.0,9.0,0.1,-8.4,0.0,0.0,113.7,4.0,0.7
Carry on Wayward Son,75.0,323000.0,0.0,0.5,0.8,0.0,7.0,0.4,-5.7,1.0,0.0,126.7,4.0,0.8
Cat Scratch Fever,63.0,219400.0,0.0,0.5,0.9,0.1,4.0,0.1,-4.2,0.0,0.0,127.1,4.0,0.6
Bridge Over Troubled Water,69.0,293120.0,0.8,0.1,0.2,0.0,3.0,0.1,-13.9,1.0,0.0,79.8,4.0,0.3
Caravan,58.0,300800.0,0.3,0.6,0.4,0.0,7.0,0.0,-12.3,1.0,0.0,82.0,4.0,0.6
Can't Get Enough - Remastered Version,55.0,254400.0,0.1,0.7,0.8,0.0,0.0,0.1,-7.5,1.0,0.0,126.3,4.0,0.7
Cheap Sunglasses,56.0,288400.0,0.1,0.6,0.5,0.0,5.0,0.1,-14.5,0.0,0.0,93.9,4.0,0.8
China Grove,67.0,195306.0,0.3,0.6,0.9,0.0,9.0,0.1,-8.4,1.0,0.0,145.6,4.0,0.7
Foreplay / Long Time,64.0,467640.0,0.0,0.4,0.7,0.0,5.0,0.1,-8.9,1.0,0.1,118.7,4.0,0.2
Come Sail Away,59.0,365000.0,0.2,0.3,0.6,0.0,0.0,0.1,-7.5,1.0,0.0,147.6,4.0,0.1
Give A Little Bit,72.0,248173.0,0.1,0.5,0.8,0.0,2.0,0.3,-5.4,1.0,0.0,90.8,4.0,0.5
Doctor My Eyes,64.0,199906.0,0.3,0.5,0.6,0.0,5.0,0.1,-8.4,1.0,0.0,75.6,4.0,0.5
Feel Like Makin' Love - 2015 Remastered Version,66.0,313840.0,0.3,0.5,0.5,0.0,7.0,0.7,-9.7,1.0,0.0,85.1,4.0,0.7
Do You Feel Like We Do,48.0,836666.0,0.0,0.3,0.6,0.0,0.0,1.0,-8.2,1.0,0.0,98.3,4.0,0.4
L.A. Woman,66.0,471160.0,0.1,0.4,0.7,0.0,2.0,0.1,-9.2,1.0,0.0,170.6,4.0,0.7
The Lamb Lies Down On Broadway (Platinum Collection Version),39.0,289373.0,0.5,0.4,0.8,0.0,4.0,0.6,-6.7,1.0,0.1,117.2,4.0,0.2
Knockin' On Heaven's Door - Remastered,72.0,149880.0,0.3,0.5,0.4,0.2,7.0,0.1,-13.1,1.0,0.0,140.2,4.0,0.2
Deacon Blues,58.0,456640.0,0.5,0.8,0.6,0.0,0.0,0.1,-12.3,1.0,0.0,115.8,4.0,0.6
Life In The Fast Lane - Remastered,72.0,286219.0,0.1,0.7,0.8,0.0,9.0,0.1,-7.2,1.0,0.1,109.5,4.0,0.9
Life's Been Good,69.0,536226.0,0.3,0.5,0.5,0.0,2.0,0.1,-12.9,1.0,0.1,99.3,4.0,0.5
Locomotive Breath,60.0,266013.0,0.4,0.7,0.5,0.0,11.0,0.1,-13.1,0.0,0.1,124.6,4.0,0.3
Like A Hurricane,47.0,501213.0,0.0,0.4,0.8,0.0,9.0,0.2,-5.5,0.0,0.0,113.9,4.0,0.6
Livin' Thing,68.0,212306.0,0.6,0.5,0.7,0.0,0.0,0.1,-7.1,1.0,0.0,122.8,4.0,0.4
Paradise By the Dashboard Light,65.0,508333.0,0.2,0.3,0.9,0.0,2.0,0.5,-7.6,1.0,0.1,173.4,4.0,0.5
Paradise City,73.0,406306.0,0.0,0.3,0.9,0.0,11.0,0.2,-8.6,1.0,0.1,100.3,4.0,0.5
Panama - 2015 Remastered Version,73.0,210226.0,0.0,0.5,1.0,0.0,8.0,0.1,-5.4,1.0,0.1,141.2,4.0,0.5
Rock You Like A Hurricane,66.0,252493.0,0.0,0.5,0.6,0.0,7.0,0.2,-12.8,1.0,0.0,125.6,4.0,0.8
Dr. Feelgood,68.0,291306.0,0.0,0.5,1.0,0.0,2.0,0.2,-4.1,1.0,0.1,111.0,4.0,0.3
Pour Some Sugar On Me - Remastered 2017,75.0,267306.0,0.0,0.3,1.0,0.0,1.0,0.3,-4.9,0.0,0.1,85.0,4.0,0.6
Still of the Night - 2017 Remastered Version,60.0,399693.0,0.0,0.4,0.9,0.0,0.0,0.3,-5.9,1.0,0.1,100.5,4.0,0.2
Crazy Train - Remastered,75.0,296200.0,0.4,0.5,0.9,0.0,9.0,0.3,-4.0,1.0,0.1,137.6,4.0,0.5
You Give Love A Bad Name,26.0,223733.0,0.1,0.6,0.8,0.0,0.0,0.4,-10.7,0.0,0.0,122.8,4.0,0.8
Seventeen,59.0,245266.0,0.0,0.6,0.7,0.0,8.0,0.1,-11.9,1.0,0.0,96.0,4.0,0.7
Nobody's Fool,16.0,287400.0,0.0,0.4,0.4,0.0,9.0,0.2,-13.6,0.0,0.0,67.2,4.0,0.1
Rainbow in the Dark,61.0,256933.0,0.0,0.5,0.9,0.1,9.0,0.0,-5.7,0.0,0.0,117.5,4.0,0.6
Lay It Down,58.0,205560.0,0.0,0.4,0.8,0.0,10.0,0.2,-13.5,1.0,0.0,198.1,4.0,0.3
Bad Medicine,67.0,316706.0,0.0,0.6,1.0,0.0,9.0,0.1,-3.8,1.0,0.0,118.6,4.0,0.8
Metal Health (Bang Your Head),63.0,316866.0,0.0,0.5,0.9,0.0,2.0,0.2,-6.0,1.0,0.1,121.2,4.0,0.5
The Final Countdown,74.0,310333.0,0.1,0.5,0.8,0.0,6.0,0.1,-6.9,0.0,0.1,117.7,4.0,0.2
Home Sweet Home,66.0,240933.0,0.1,0.4,0.8,0.0,5.0,0.1,-6.4,1.0,0.0,76.3,4.0,0.1
No One Like You,60.0,237466.0,0.0,0.5,0.6,0.0,9.0,0.1,-10.4,0.0,0.0,118.2,4.0,0.8
Close My Eyes Forever,60.0,283133.0,0.3,0.5,0.3,0.0,5.0,0.2,-14.9,1.0,0.0,130.6,4.0,0.2
Welcome To The Jungle,75.0,273600.0,0.0,0.4,1.0,0.3,8.0,0.3,-8.0,1.0,0.1,123.3,4.0,0.3
Every Rose Has Its Thorn - Remastered 2003,71.0,260173.0,0.2,0.5,0.6,0.0,6.0,0.4,-5.6,1.0,0.0,140.2,4.0,0.3
Is This Love - 2017 Remastered Version,61.0,284600.0,0.1,0.3,0.8,0.0,0.0,0.1,-6.8,1.0,0.0,180.4,4.0,0.5
Lick It Up,62.0,236640.0,0.2,0.7,0.8,0.0,2.0,0.3,-5.9,1.0,0.1,120.2,4.0,0.6
Once Bitten Twice Shy,61.0,322933.0,0.0,0.7,0.5,0.0,0.0,0.1,-14.0,1.0,0.0,131.7,4.0,0.6
Wanted Dead Or Alive,67.0,308666.0,0.1,0.3,0.8,0.0,7.0,0.3,-3.9,1.0,0.0,150.8,4.0,0.3
Don't Know What You Got (Till It's Gone),59.0,354640.0,0.2,0.4,0.5,0.0,9.0,0.1,-9.9,1.0,0.0,132.6,4.0,0.2
You're In Love,55.0,194106.0,0.0,0.6,0.9,0.1,7.0,0.1,-11.5,1.0,0.0,146.0,4.0,0.5
"Girls, Girls, Girls",69.0,270426.0,0.0,0.6,0.9,0.0,7.0,0.4,-4.6,1.0,0.1,140.1,4.0,0.5
Here I Go Again 87 - 2007 Remastered Version,15.0,270160.0,0.2,0.4,0.9,0.0,7.0,0.2,-4.1,1.0,0.0,90.7,4.0,0.2
Livin' On A Prayer,63.0,250626.0,0.1,0.5,0.9,0.0,0.0,0.2,-3.3,1.0,0.0,122.5,4.0,0.8
Sweet Child O' Mine,77.0,356400.0,0.1,0.4,0.9,0.1,6.0,0.1,-7.7,1.0,0.1,125.1,4.0,0.7
Cum on Feel the Noize,68.0,287400.0,0.0,0.4,0.9,0.0,11.0,0.1,-4.6,0.0,0.1,145.4,4.0,0.6
Jump,19.0,239560.0,0.1,0.5,0.8,0.0,0.0,0.1,-7.2,1.0,0.0,130.1,4.0,0.8
Rock the Night,7.0,247493.0,0.0,0.6,1.0,0.0,4.0,0.3,-2.8,0.0,0.1,105.3,4.0,0.4
Talk Dirty To Me - 2006 - Remaster,59.0,224960.0,0.0,0.5,1.0,0.0,11.0,0.4,-3.9,1.0,0.1,158.1,4.0,0.6
Working for the Weekend,15.0,220706.0,0.0,0.5,0.9,0.0,7.0,0.6,-5.6,1.0,0.0,147.3,4.0,0.8
Holy Diver,61.0,353786.0,0.1,0.5,0.9,0.2,8.0,0.1,-6.8,1.0,0.1,92.0,4.0,0.1
Kickstart My Heart,57.0,284026.0,0.0,0.5,1.0,0.0,7.0,0.2,-3.8,0.0,0.2,89.5,4.0,0.2
Round and Round,56.0,266626.0,0.0,0.6,1.0,0.0,11.0,0.1,-4.5,1.0,0.1,126.5,4.0,0.4
We're Not Gonna Take It,60.0,219666.0,0.0,0.5,0.9,0.0,4.0,0.2,-6.3,1.0,0.1,149.2,4.0,0.9
Cherry Pie,68.0,201026.0,0.0,0.5,0.9,0.0,2.0,0.4,-4.6,1.0,0.1,177.5,4.0,0.5
Summertime Girls - Studio Version,51.0,209066.0,0.0,0.4,0.7,0.0,4.0,0.2,-11.6,1.0,0.0,129.0,4.0,0.8
18 And Life,60.0,231280.0,0.0,0.5,0.8,0.0,1.0,0.1,-6.6,0.0,0.0,90.4,4.0,0.4
Heaven's On Fire,66.0,201400.0,0.0,0.7,0.9,0.0,0.0,0.3,-5.9,1.0,0.1,124.3,4.0,0.8
Dude (Looks Like A Lady),69.0,265773.0,0.4,0.5,1.0,0.0,4.0,0.0,-2.9,0.0,0.0,126.3,4.0,0.9
Gypsy Road,54.0,235733.0,0.0,0.5,0.9,0.0,9.0,0.3,-9.0,1.0,0.0,132.4,4.0,0.6
Alone Again,60.0,262200.0,0.0,0.3,0.6,0.0,3.0,0.1,-9.0,0.0,0.0,156.7,4.0,0.3
Poison,60.0,269600.0,0.1,0.3,0.9,0.0,2.0,0.1,-7.8,0.0,0.1,118.6,4.0,0.3
Addicted To That Rush,4.0,284973.0,0.1,0.5,1.0,0.0,2.0,0.3,-5.1,1.0,0.2,112.7,4.0,0.4
Inside Out,47.0,228533.0,0.0,0.4,1.0,0.0,8.0,0.1,-4.4,1.0,0.1,171.4,4.0,0.6
I Wanna Be Somebody,5.0,223533.0,0.0,0.3,0.8,0.0,1.0,0.3,-7.1,0.0,0.1,164.1,4.0,0.5
Wait,51.0,295426.0,0.0,0.2,0.8,0.0,2.0,0.1,-7.6,1.0,0.1,149.3,4.0,0.2
Over The Mountain,3.0,271400.0,0.0,0.5,0.9,0.0,5.0,0.1,-3.6,0.0,0.1,131.1,4.0,0.5
Wild Frontier - Remastered 2002,48.0,255720.0,0.0,0.5,0.8,0.0,4.0,0.1,-6.4,0.0,0.0,130.0,4.0,0.6
Armed And Ready - 2008 Remastered Version,4.0,248333.0,0.0,0.3,1.0,0.0,9.0,0.1,-5.5,1.0,0.1,171.6,4.0,0.7
I Surrender,59.0,241893.0,0.2,0.5,0.9,0.0,7.0,0.3,-5.3,0.0,0.1,132.7,4.0,0.8
Edge Of A Broken Heart,54.0,265333.0,0.0,0.6,0.8,0.0,7.0,0.1,-11.6,0.0,0.0,126.1,4.0,0.5
I Don't Believe In Love - Remastered 2003,53.0,263560.0,0.0,0.6,1.0,0.0,7.0,0.4,-2.7,1.0,0.1,118.0,4.0,0.3
I Hate Myself for Loving You,66.0,246800.0,0.1,0.6,0.9,0.0,9.0,0.2,-11.2,1.0,0.1,117.9,4.0,0.6
Eye of the Tiger,77.0,245620.0,0.1,0.8,0.6,0.0,0.0,0.1,-9.2,0.0,0.0,108.9,4.0,0.5
Kiss Me Deadly,55.0,241800.0,0.0,0.5,0.7,0.0,0.0,0.4,-10.8,1.0,0.0,156.1,4.0,0.6
I Remember You,67.0,313693.0,0.0,0.3,0.5,0.0,0.0,0.1,-12.7,1.0,0.0,176.3,4.0,0.5
Wild Side,61.0,281960.0,0.0,0.6,0.9,0.0,0.0,0.4,-4.6,1.0,0.0,115.1,4.0,0.5
Heaven,64.0,236843.0,0.1,0.5,0.5,0.0,6.0,0.1,-11.1,1.0,0.0,145.8,4.0,0.3
Fallen Angel - Remastered,57.0,238200.0,0.0,0.5,0.9,0.0,6.0,0.3,-3.6,1.0,0.0,148.1,4.0,0.5
Shout At The Devil,63.0,195853.0,0.0,0.5,1.0,0.0,0.0,0.1,-4.6,1.0,0.1,94.4,4.0,0.4
Runaway,67.0,230666.0,0.0,0.5,0.9,0.0,9.0,0.2,-4.2,0.0,0.1,152.5,4.0,0.7
Shake Me,54.0,222466.0,0.0,0.6,0.9,0.0,9.0,0.3,-11.8,1.0,0.0,132.7,4.0,0.6
Modern Day Cowboy,60.0,318226.0,0.0,0.4,0.8,0.0,9.0,0.1,-8.8,1.0,0.0,112.8,4.0,0.3
Why Can't This Be Love,62.0,227693.0,0.1,0.5,0.6,0.0,0.0,0.1,-13.4,1.0,0.0,88.2,4.0,0.7
Up All Night,51.0,226026.0,0.0,0.5,0.7,0.0,7.0,0.3,-11.3,0.0,0.0,98.0,4.0,0.6
High Enough,59.0,287320.0,0.0,0.3,0.5,0.0,2.0,0.1,-9.6,1.0,0.0,81.8,4.0,0.2
Rock And Roll All Nite,31.0,168733.0,0.0,0.7,0.9,0.0,1.0,0.1,-5.8,1.0,0.1,144.7,4.0,0.9
Living After Midnight,64.0,210133.0,0.0,0.6,0.8,0.0,4.0,0.1,-6.0,1.0,0.1,135.0,4.0,0.8
Wild Child,59.0,312400.0,0.1,0.4,0.9,0.0,5.0,0.2,-7.8,0.0,0.0,146.1,4.0,0.4
Unskinny Bop - 2006 - Remaster,61.0,228066.0,0.1,0.6,0.9,0.0,1.0,0.1,-2.9,1.0,0.0,92.3,4.0,0.7
Bark at the Moon,65.0,257120.0,0.0,0.3,1.0,0.0,9.0,0.1,-5.3,0.0,0.2,146.6,4.0,0.3
In My Dreams (Re-Recorded / Remastered),51.0,273013.0,0.0,0.5,0.8,0.0,3.0,0.0,-4.4,0.0,0.0,121.0,4.0,0.6
Sister Christian,57.0,302933.0,0.2,0.4,0.3,0.0,5.0,0.1,-16.2,1.0,0.0,177.4,4.0,0.2
Love Song,45.0,321266.0,0.4,0.3,0.4,0.1,2.0,0.1,-8.1,1.0,0.0,80.0,4.0,0.3
Ain't Talkin' 'Bout Love - 2015 Remastered Version,65.0,227800.0,0.0,0.5,0.9,0.0,8.0,0.3,-6.0,0.0,0.0,139.1,4.0,0.7
Ace of Spades,74.0,165906.0,0.0,0.3,1.0,0.0,6.0,0.1,-7.1,1.0,0.2,140.1,4.0,0.2
Don't Close Your Eyes,49.0,257053.0,0.1,0.5,0.4,0.0,7.0,0.1,-15.6,0.0,0.0,148.1,4.0,0.3
Detroit Rock City,22.0,215899.0,0.0,0.5,0.9,0.0,5.0,0.3,-6.7,1.0,0.1,90.6,4.0,0.5
Hot For Teacher - 2015 Remastered Version,66.0,282746.0,0.0,0.6,0.9,0.0,2.0,0.1,-4.7,1.0,0.2,127.7,4.0,0.5
Don't Treat Me Bad,54.0,235360.0,0.0,0.6,0.8,0.0,8.0,0.2,-11.4,1.0,0.0,111.1,4.0,0.6
Don't Stop Believin',79.0,250986.0,0.1,0.5,0.7,0.0,4.0,0.4,-9.1,1.0,0.0,118.9,4.0,0.5
House Of Pain,54.0,346626.0,0.1,0.5,0.6,0.0,0.0,0.2,-10.3,1.0,0.0,121.3,4.0,0.2
Sharp Dressed Man - 2008 Remastered Version,72.0,258026.0,0.0,0.6,0.9,0.0,5.0,0.1,-5.3,1.0,0.0,125.1,4.0,0.4
Paranoid - Remastered Version,69.0,168405.0,0.0,0.4,0.7,0.0,4.0,0.2,-12.1,0.0,0.1,163.0,4.0,0.5
You Shook Me All Night Long,77.0,210173.0,0.0,0.5,0.8,0.0,7.0,0.4,-5.5,1.0,0.1,127.4,4.0,0.8
I Was Made For Lovin' You,36.0,271240.0,0.2,0.8,0.9,0.0,4.0,0.1,-6.2,1.0,0.0,128.4,4.0,0.9
Breaking The Chains,57.0,231693.0,0.0,0.5,0.9,0.0,4.0,0.3,-4.8,0.0,0.1,125.3,4.0,0.5
Uncle Tom's Cabin,52.0,241506.0,0.2,0.6,0.7,0.0,8.0,0.1,-6.8,1.0,0.1,126.6,4.0,0.3
"Mama, I'm Coming Home",68.0,251866.0,0.0,0.3,0.7,0.0,8.0,0.1,-6.6,1.0,0.0,139.4,4.0,0.2
Just Like Paradise,54.0,243280.0,0.0,0.6,0.9,0.0,2.0,0.7,-5.0,1.0,0.0,135.6,4.0,0.4
Since You Been Gone,65.0,197866.0,0.6,0.7,0.8,0.0,7.0,0.6,-4.2,1.0,0.0,120.7,4.0,0.9
Cryin',48.0,211906.0,0.1,0.7,0.6,0.0,9.0,0.1,-12.9,1.0,0.0,109.0,4.0,0.6
Wind Of Change,37.0,313226.0,0.3,0.5,0.5,0.0,0.0,0.1,-10.1,1.0,0.0,151.4,4.0,0.3
Every Breath You Take,45.0,253733.0,0.4,0.8,0.4,0.0,1.0,0.1,-10.6,1.0,0.0,117.4,4.0,0.7
All Out of Love,66.0,241373.0,0.1,0.5,0.5,0.0,0.0,0.5,-6.5,1.0,0.0,108.4,4.0,0.3
Hard To Say I'm Sorry - 2007 Remastered Version,65.0,221413.0,0.7,0.6,0.4,0.0,4.0,0.2,-7.8,1.0,0.0,72.3,4.0,0.3
Woman - 2010 - Remaster,69.0,212933.0,0.4,0.6,0.7,0.0,3.0,0.0,-6.4,1.0,0.0,79.7,4.0,0.7
Foolish Beat,61.0,262413.0,0.3,0.5,0.4,0.0,10.0,0.1,-11.2,0.0,0.0,78.3,4.0,0.3
Have I Told You Lately,67.0,260386.0,0.3,0.3,0.5,0.0,4.0,0.1,-10.3,1.0,0.0,143.8,4.0,0.2
